objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14712228,066431,RUA BARAO DE PIRASSINUNGA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,65,365258.475,365258.475,COMPRA E VENDA,2026,01,1
14712229,066928,RUA DO BISPO,033,Tijuca                    ,3,RESIDENCIAL,CASA,100,41,190957.51,190957.51,COMPRA E VENDA,2026,01,3
14712230,067850,RUA CARLOS DE VASCONCELOS,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,68,456262.485,456262.485,COMPRA E VENDA,2026,01,2
14712231,067967,RUA CARUZO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,63,314212.5,314212.5,COMPRA E VENDA,2026,01,3
14712232,067975,RUA CARVALHO ALVIM,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,117.75,1137465.005,1137465.005,COMPRA E VENDA,2026,01,3
14712233,068627,RUA CONDE DE BONFIM,033,Tijuca                    ,29,RESIDENCIAL,APARTAMENTO,83.793103,98.37931,432123.245172,533559.130344,COMPRA E VENDA,2026,01,3
14712234,068817,RUA CONSEL ZENHA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,84,465061.61,465061.61,COMPRA E VENDA,2026,01,1
14712235,069419,RUA DELGADO DE CARVALHO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,104,664240.49,664240.49,COMPRA E VENDA,2026,01,3
14712236,069567,RUA DEZOITO DE OUTUBRO,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,84.75,490000.085,490000.085,COMPRA E VENDA,2026,01,1
14712237,070375,RUA DOUTOR SATAMINI,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,126,755999.99,755999.99,COMPRA E VENDA,2026,01,3
14712238,072421,RUA GARIBALDI,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,151,1213717.165,1213717.165,COMPRA E VENDA,2026,01,1
14712239,073353,RUA HADDOCK LOBO,033,Tijuca                    ,6,RESIDENCIAL,APARTAMENTO,100,70.5,381438.746666,381438.746666,COMPRA E VENDA,2026,01,3
14712240,074344,RUA JOAO ALFREDO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,117.5,713069.515,713069.515,COMPRA E VENDA,2026,01,1
14712241,075036,RUA JULIO DE CASTILHOS,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,59.333333,704861.993333,704861.993333,COMPRA E VENDA,2026,01,3
14712242,077354,RUA MINIST VIVEIROS DE CASTRO,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,65,667416.142857,667416.142857,COMPRA E VENDA,2026,01,1
14712243,077990,RUA REPUBLICA DO PERU,024,Copacabana                ,8,RESIDENCIAL,APARTAMENTO,100,56.375,697335.1975,697335.1975,COMPRA E VENDA,2026,01,3
14712244,078345,RUA MAL MASCARENHAS DE MORAIS,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,73.534,76,652817.368,862957.906,COMPRA E VENDA,2026,01,3
14712245,078790,RUA PAULA FREITAS,024,Copacabana                ,13,RESIDENCIAL,APARTAMENTO,100,57.692307,718070.495384,718070.495384,COMPRA E VENDA,2026,01,3
14712246,080119,RUA RAIMUNDO CORREA,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,69.714285,795476.995714,795476.995714,COMPRA E VENDA,2026,01,3
14712247,080499,RUA SA FERREIRA,024,Copacabana                ,10,RESIDENCIAL,APARTAMENTO,100,89.3,805612.502,805612.502,COMPRA E VENDA,2026,01,3
14712248,080788,RUA SANTA CLARA,024,Copacabana                ,8,RESIDENCIAL,APARTAMENTO,100,100.75,1006140.20875,1006140.20875,COMPRA E VENDA,2026,01,2
14712249,081695,RUA SILVA CASTRO,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,75,35.5,335880.63,442523.88,COMPRA E VENDA,2026,01,1
14712250,081885,RUA SIQUEIRA CAMPOS,024,Copacabana                ,11,RESIDENCIAL,APARTAMENTO,100,52.818181,579901.85,579901.85,COMPRA E VENDA,2026,01,3
14712251,082164,RUA SOUZA LIMA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,83.335,185,1587249.995,1942446.715,COMPRA E VENDA,2026,01,2
14712252,082248,RUA FELIPE DE OLIVEIRA,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,31,347878.11,347878.11,COMPRA E VENDA,2026,01,3
14712253,082271,LAD DOS TABAJARAS,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,71.5,411666.18,411666.18,COMPRA E VENDA,2026,01,1
14712254,083949,RUA XAVIER DA SILVEIRA,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,78.428571,859732.485714,859732.485714,COMPRA E VENDA,2026,01,3
14712255,084285,RUA GAL AZEVEDO PIMENTEL,024,Copacabana                ,3,RESIDENCIAL,APARTAMENTO,100,132.666666,1393000.013333,1393000.013333,COMPRA E VENDA,2026,01,1
14712256,085217,RUA ASSIS BRASIL,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,132,1537436.25,1537436.25,COMPRA E VENDA,2026,01,1
14712257,086397,RUA DECIO VILARES,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,73,35.5,279097.09,426419.415,COMPRA E VENDA,2026,01,2
14712258,086405,RUA MTO FRANCISCO BRAGA,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,120.5,1675358.995,1675358.995,COMPRA E VENDA,2026,01,1
14712259,104927,RUA MINIST ALFREDO VALADAO,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,75,64,497064.225,659467.2,COMPRA E VENDA,2026,01,2
14712260,064337,RUA ALBERTO DE CAMPOS,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,62.333333,827475.436666,827475.436666,COMPRA E VENDA,2026,01,2
14712261,065284,RUA ANIBAL DE MENDONCA,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,33.5,1029469.37,1029469.37,COMPRA E VENDA,2026,01,2
14712262,066472,RUA BARAO DA TORRE,025,Ipanema                   ,16,RESIDENCIAL,APARTAMENTO,95.3125,109.8125,1905719.03375,1948775.5925,COMPRA E VENDA,2026,01,3
14712263,071282,RUA FARME DE AMOEDO,025,Ipanema                   ,10,RESIDENCIAL,APARTAMENTO,100,152.7,3708237.491,3708237.491,COMPRA E VENDA,2026,01,3
14712264,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,7,RESIDENCIAL,APARTAMENTO,100,115.857142,2178489.51,2178489.51,COMPRA E VENDA,2026,01,3
14712265,077495,RUA VINICIUS DE MORAES,025,Ipanema                   ,10,RESIDENCIAL,APARTAMENTO,100,106,2262362.861,2262362.861,COMPRA E VENDA,2026,01,3
14712266,079921,RUA PRUDENTE DE MORAIS,025,Ipanema                   ,44,RESIDENCIAL,APARTAMENTO,96.590909,73.227272,1870531.759318,1958709.883636,COMPRA E VENDA,2026,01,3
14712267,083683,RUA VISC DE PIRAJA,025,Ipanema                   ,13,RESIDENCIAL,APARTAMENTO,96.153846,75.923076,1371084.236153,1412850.420769,COMPRA E VENDA,2026,01,1
14712268,003368,RUA GILBERTO CARDOSO,026,Leblon                    ,4,RESIDENCIAL,APARTAMENTO,100,82,1523647.1425,1523647.1425,COMPRA E VENDA,2026,01,2
14712269,074872,RUA JOSE HIGINO,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,65,417959.99,417959.99,COMPRA E VENDA,2026,01,2
14712270,076174,AVN MARACANA,033,Tijuca                    ,25,RESIDENCIAL,APARTAMENTO,95.9996,58.84,314430.6988,338246.6832,COMPRA E VENDA,2026,01,3
14712271,076729,RUA MARQ DE VALENCA,033,Tijuca                    ,4,RESIDENCIAL,APARTAMENTO,100,145,920535,920535,COMPRA E VENDA,2026,01,3
14712272,076828,RUA MARTINS PENA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,82.333333,521744.846666,521744.846666,COMPRA E VENDA,2026,01,1
14712273,079194,RUA PEREIRA DE SIQUEIRA,033,Tijuca                    ,8,RESIDENCIAL,APARTAMENTO,100,76.125,598120.04,598120.04,COMPRA E VENDA,2026,01,3
14712274,079483,RUA CARMELA DUTRA,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,95,631071.005,631071.005,COMPRA E VENDA,2026,01,1
14712275,080002,RUA RADMAKER,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,199,1149224.98,1149224.98,COMPRA E VENDA,2026,01,3
14712276,081950,RUA SOARES DA COSTA,033,Tijuca                    ,3,RESIDENCIAL,APARTAMENTO,100,78.666666,462979.98,462979.98,COMPRA E VENDA,2026,01,3
14712277,083048,RUA URUGUAI,033,Tijuca                    ,5,RESIDENCIAL,APARTAMENTO,100,75,498918.474,498918.474,COMPRA E VENDA,2026,01,1
14712278,083071,RUA VALPARAISO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,58.255,83.5,157837.215,364919.545,COMPRA E VENDA,2026,01,2
14712279,083618,RUA VISC DE FIGUEIREDO,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,84.5,442929.375,442929.375,COMPRA E VENDA,2026,01,3
14712280,103440,RUA MTO VILA LOBOS,033,Tijuca                    ,2,RESIDENCIAL,APARTAMENTO,100,93,537075.015,537075.015,COMPRA E VENDA,2026,01,3
14712281,102210,TRV SELVA LEI 585 51,034,Alto da Boa Vista         ,2,RESIDENCIAL,APARTAMENTO,50,276,649703.98,1299407.96,COMPRA E VENDA,2026,01,3
14712282,061556,RUA MARIZ E BARROS,035,Maracanã                  ,6,RESIDENCIAL,APARTAMENTO,100,86.833333,780004.136666,780004.136666,COMPRA E VENDA,2026,01,1
14712283,073718,RUA IBITURUNA,035,Maracanã                  ,3,RESIDENCIAL,APARTAMENTO,100,76.666666,606263.903333,606263.903333,COMPRA E VENDA,2026,01,2
14712284,076174,AVN MARACANA,035,Maracanã                  ,5,RESIDENCIAL,APARTAMENTO,100,87.2,591878.766,591878.766,COMPRA E VENDA,2026,01,3
14712285,078832,AVN PAULA SOUSA,035,Maracanã                  ,3,RESIDENCIAL,APARTAMENTO,41.666666,92,161389.796666,523043.35,COMPRA E VENDA,2026,01,3
14712286,080846,RUA SANTA LUIZA,035,Maracanã                  ,3,RESIDENCIAL,APARTAMENTO,100,85,482185.013333,482185.013333,COMPRA E VENDA,2026,01,3
14712287,081141,RUA SAO FRANCISCO XAVIER,035,Maracanã                  ,3,RESIDENCIAL,APARTAMENTO,100,50.666666,254441.48,254441.48,COMPRA E VENDA,2026,01,1
14712288,043562,RUA VISC DE SANTA ISABEL,036,Vila Isabel               ,6,RESIDENCIAL,APARTAMENTO,100,69.666666,289046.713333,289046.713333,COMPRA E VENDA,2026,01,3
14712289,066266,RUA BARAO DE COTEGIPE,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,68.5,252693.005,252693.005,COMPRA E VENDA,2026,01,3
14712290,066381,RUA BARAO DE MESQUITA,036,Vila Isabel               ,3,RESIDENCIAL,APARTAMENTO,83.333333,67.333333,273052.49,349308.733333,COMPRA E VENDA,2026,01,3
14712291,068726,RUA CONSEL AUTRAN,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,59,291041.12,291041.12,COMPRA E VENDA,2026,01,3
14712292,074765,RUA JORGE RUDGE,036,Vila Isabel               ,4,RESIDENCIAL,APARTAMENTO,100,79.25,383652.2775,383652.2775,COMPRA E VENDA,2026,01,3
14712293,077024,RUA MAXWELL,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,75,81,332269.1,485933.19,COMPRA E VENDA,2026,01,2
14712294,079160,RUA PEREIRA NUNES,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,82.5,409303.125,409303.125,COMPRA E VENDA,2026,01,2
14712295,080259,RUA RIBEIRO GUIMARAES,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,85,574072.625,574072.625,COMPRA E VENDA,2026,01,1
14712296,082792,RUA TORRES HOMEM,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,60,212625.015,212625.015,COMPRA E VENDA,2026,01,2
14712297,065623,RUA ARAUJO LIMA,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,142,863185.8,863185.8,COMPRA E VENDA,2026,01,1
14712298,065805,RUA DOS ARTISTAS,036,Vila Isabel               ,3,RESIDENCIAL,APARTAMENTO,91.666666,89.333333,450135.003333,479010.003333,COMPRA E VENDA,2026,01,2
14712299,070037,RUA DONA MARIA,036,Vila Isabel               ,2,RESIDENCIAL,APARTAMENTO,100,62,439566.765,439566.765,COMPRA E VENDA,2026,01,3
14712300,082602,RUA TEODORO DA SILVA,036,Vila Isabel               ,3,RESIDENCIAL,APARTAMENTO,100,88.666666,446168.696666,446168.696666,COMPRA E VENDA,2026,01,1
14712301,082792,RUA TORRES HOMEM,036,Vila Isabel               ,4,RESIDENCIAL,APARTAMENTO,100,57,184054.015,184054.015,COMPRA E VENDA,2026,01,1
14712302,022509,RUA FERREIRA PONTES,037,Andaraí                   ,4,RESIDENCIAL,APARTAMENTO,100,96,420639.19,420639.19,COMPRA E VENDA,2026,01,3
14712303,067975,RUA CARVALHO ALVIM,037,Andaraí                   ,8,RESIDENCIAL,APARTAMENTO,89.58375,68.5,352461.0575,421143.18625,COMPRA E VENDA,2026,01,3
14712304,075085,RUA JUPARANA,037,Andaraí                   ,44,RESIDENCIAL,APARTAMENTO,100,68,249899.98,249899.98,COMPRA E VENDA,2026,01,3
14712305,083048,RUA URUGUAI,037,Andaraí                   ,3,RESIDENCIAL,APARTAMENTO,100,61.666666,340255.556666,340255.556666,COMPRA E VENDA,2026,01,1
14712306,183293,RUA VIA LACTEA,037,Andaraí                   ,2,RESIDENCIAL,APARTAMENTO,100,67.5,318175.195,318175.195,COMPRA E VENDA,2026,01,1
14712307,015248,RUA CACAPAVA,038,Grajaú                    ,2,RESIDENCIAL,APARTAMENTO,100,89,534658.775,534658.775,COMPRA E VENDA,2026,01,1
14712308,015719,RUA CAMPINAS,038,Grajaú                    ,2,RESIDENCIAL,APARTAMENTO,100,124.5,702087.755,702087.755,COMPRA E VENDA,2026,01,1
14712309,016667,RUA CARUARU,038,Grajaú                    ,3,RESIDENCIAL,APARTAMENTO,100,86.333333,458989.983333,458989.983333,COMPRA E VENDA,2026,01,3
14712310,030007,AVN ENGEN RICHARD,038,Grajaú                    ,4,RESIDENCIAL,APARTAMENTO,100,99.75,515025.0175,515025.0175,COMPRA E VENDA,2026,01,3
14712311,072967,RUA GRAJAU,038,Grajaú                    ,3,RESIDENCIAL,APARTAMENTO,100,137.666666,727566.056666,727566.056666,COMPRA E VENDA,2026,01,1
14712312,074989,RUA JUIZ DE FORA,038,Grajaú                    ,2,RESIDENCIAL,APARTAMENTO,100,76.5,477167.79,477167.79,COMPRA E VENDA,2026,01,1
14712313,063750,AVN PARIS,040,Bonsucesso                ,3,RESIDENCIAL,APARTAMENTO,100,76,278460.21,278460.21,COMPRA E VENDA,2026,01,3
14712314,074583,RUA JOAO TORQUATO,040,Bonsucesso                ,3,RESIDENCIAL,CASA,100,103.666666,364093.41,364093.41,COMPRA E VENDA,2026,01,3
14712315,070292,RUA DOUTOR NOGUCHI,041,Ramos                     ,2,RESIDENCIAL,CASA,75,104,182151.77,264886.125,COMPRA E VENDA,2026,01,3
14712316,070722,RUA EMILIO ZALUAR,041,Ramos                     ,4,RESIDENCIAL,APARTAMENTO,100,47,106238.55,106238.55,COMPRA E VENDA,2026,01,3
14712317,077396,RUA N/S DAS GRACAS,041,Ramos                     ,2,RESIDENCIAL,CASA,100,26,67710.25,67710.25,COMPRA E VENDA,2026,01,3
14712318,082446,RUA TEIXEIRA FRANCO,041,Ramos                     ,2,RESIDENCIAL,CASA,100,41,100506.94,100506.94,COMPRA E VENDA,2026,01,3
14712319,033746,RUA PARANAPANEMA,042,Olaria                    ,2,RESIDENCIAL,APARTAMENTO,100,81,254022.87,254022.87,COMPRA E VENDA,2026,01,1
14712320,070417,RUA DRUMOND,042,Olaria                    ,3,RESIDENCIAL,CASA,100,124.333333,532909.02,532909.02,COMPRA E VENDA,2026,01,3
14712321,074575,RUA JOAO SILVA,042,Olaria                    ,2,RESIDENCIAL,APARTAMENTO,100,36,98086.49,98086.49,COMPRA E VENDA,2026,01,3
14712322,142281,AVN DARCY BITENCOURT COSTA,042,Olaria                    ,13,RESIDENCIAL,APARTAMENTO,92.307692,48,136850.771538,148205.198461,COMPRA E VENDA,2026,01,3
14712323,018374,RUA DO COUTO,043,Penha                     ,3,RESIDENCIAL,CASA,100,61,142701.026666,142701.026666,COMPRA E VENDA,2026,01,3
14712324,032185,RUA NICARAGUA,043,Penha                     ,2,RESIDENCIAL,APARTAMENTO,100,72.5,322551.625,322551.625,COMPRA E VENDA,2026,01,2
14712325,033894,RUA PATAGONIA,043,Penha                     ,7,RESIDENCIAL,APARTAMENTO,92.857142,54.428571,203823.672857,219369.548571,COMPRA E VENDA,2026,01,3
14712326,068882,AVN N/S DE COPACABANA,024,Copacabana                ,30,RESIDENCIAL,APARTAMENTO,100,58.633333,635807.455333,635807.455333,COMPRA E VENDA,2026,01,2
14712327,069690,RUA DJALMA ULRICH,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,75,783877.505,783877.505,COMPRA E VENDA,2026,01,2
14712328,073361,RUA RONALD DE CARVALHO,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,59.5,792584.095,792584.095,COMPRA E VENDA,2026,01,3
14712329,073460,RUA HENRIQUE OSWALD,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,63,788084.635,788084.635,COMPRA E VENDA,2026,01,3
14712330,073544,RUA HILARIO DE GOUVEIA,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,100,210,2277076.196,2277076.196,COMPRA E VENDA,2026,01,3
14712331,075036,RUA JULIO DE CASTILHOS,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,75,50.5,552404.995,679710,COMPRA E VENDA,2026,01,2
14712332,075036,RUA JULIO DE CASTILHOS,024,Copacabana                ,2,RESIDENCIAL,CASA,100,52,640972.32,640972.32,COMPRA E VENDA,2026,01,3
14712333,075366,RUA LEOPOLDO MIGUEZ,024,Copacabana                ,10,RESIDENCIAL,APARTAMENTO,90.1,94.7,938130.895,1131675.994,COMPRA E VENDA,2026,01,3
14712334,077271,RUA MIGUEL LEMOS,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,141.5,1700838.88,1700838.88,COMPRA E VENDA,2026,01,1
14712335,078345,RUA MAL MASCARENHAS DE MORAIS,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,88.5,1059842.5025,1059842.5025,COMPRA E VENDA,2026,01,2
14712336,079616,RUA POMPEU LOUREIRO,024,Copacabana                ,2,RESIDENCIAL,APARTAMENTO,100,85,964032.6,964032.6,COMPRA E VENDA,2026,01,1
14712337,080010,AVN RAINHA ELISABETH,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,89.5,1134450.655,1134450.655,COMPRA E VENDA,2026,01,1
14712338,080101,RUA RAUL POMPEIA,024,Copacabana                ,18,RESIDENCIAL,APARTAMENTO,97.222222,59.5,706915.607777,716375.607777,COMPRA E VENDA,2026,01,3
14712339,080499,RUA SA FERREIRA,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,92.428571,887544.324285,887544.324285,COMPRA E VENDA,2026,01,1
14712340,081885,RUA SIQUEIRA CAMPOS,024,Copacabana                ,8,RESIDENCIAL,APARTAMENTO,100,54.875,607982.835,607982.835,COMPRA E VENDA,2026,01,2
14712341,082164,RUA SOUZA LIMA,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,100,178.2,1850835.004,1850835.004,COMPRA E VENDA,2026,01,3
14712342,082784,RUA TONELERO,024,Copacabana                ,7,RESIDENCIAL,APARTAMENTO,100,138.714285,1370513.708571,1370513.708571,COMPRA E VENDA,2026,01,2
14712343,083949,RUA XAVIER DA SILVEIRA,024,Copacabana                ,4,RESIDENCIAL,APARTAMENTO,100,96.75,1013948.7625,1013948.7625,COMPRA E VENDA,2026,01,2
14712344,086405,RUA MTO FRANCISCO BRAGA,024,Copacabana                ,9,RESIDENCIAL,APARTAMENTO,92.082222,86.555555,857993.676666,962745.874444,COMPRA E VENDA,2026,01,2
14712345,104935,RUA PROF GASTAO BAHIANA,024,Copacabana                ,5,RESIDENCIAL,APARTAMENTO,100,80.8,887373.002,887373.002,COMPRA E VENDA,2026,01,1
14712346,064337,RUA ALBERTO DE CAMPOS,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,59,1162984.216666,1162984.216666,COMPRA E VENDA,2026,01,1
14712347,066365,RUA BARAO DE JAGUARIPE,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,135,2821499.996666,2821499.996666,COMPRA E VENDA,2026,01,3
14712348,066472,RUA BARAO DA TORRE,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,103.666666,1977953.33,1977953.33,COMPRA E VENDA,2026,01,2
14712349,071282,RUA FARME DE AMOEDO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,164,3988493.84,3988493.84,COMPRA E VENDA,2026,01,1
14712350,072132,RUA FRANCISCO OTAVIANO,025,Ipanema                   ,2,RESIDENCIAL,APARTAMENTO,100,57,1581554.275,1581554.275,COMPRA E VENDA,2026,01,1
14712351,072819,RUA GOMES CARNEIRO,025,Ipanema                   ,3,RESIDENCIAL,APARTAMENTO,100,72.666666,1435408.323333,1435408.323333,COMPRA E VENDA,2026,01,2
14712352,074666,RUA JOAQUIM NABUCO,025,Ipanema                   ,4,RESIDENCIAL,APARTAMENTO,100,189.25,3596621.88,3596621.88,COMPRA E VENDA,2026,01,3
14712353,077768,RUA NASCIMENTO SILVA,025,Ipanema                   ,10,RESIDENCIAL,APARTAMENTO,100,104.5,2537597.699,2537597.699,COMPRA E VENDA,2026,01,3
14712354,064568,PRC ALMTE BELFORT VIEIRA,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,180,3353117.4,3353117.4,COMPRA E VENDA,2026,01,3
14712355,065888,AVN ATAULFO DE PAIVA,026,Leblon                    ,12,RESIDENCIAL,APARTAMENTO,94.444166,84.166666,1561835.078333,1657009.061666,COMPRA E VENDA,2026,01,3
14712356,069427,AVN DELFIM MOREIRA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,246.333333,14134425.44,14134425.44,COMPRA E VENDA,2026,01,1
14712357,072686,RUA GAL VENANCIO FLORES,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,100,123,2807475.01,2807475.01,COMPRA E VENDA,2026,01,3
14712358,073627,RUA HUMBERTO DE CAMPOS,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,111,2147950.005,2147950.005,COMPRA E VENDA,2026,01,1
14712359,074468,RUA JOAO LIRA,026,Leblon                    ,5,RESIDENCIAL,APARTAMENTO,100,85.4,2543342.152,2543342.152,COMPRA E VENDA,2026,01,1
14712360,077099,AVN AFRANIO DE MELO FRANCO,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,59.5,111.5,1466231.25,2201306.205,COMPRA E VENDA,2026,01,1
14712361,078766,RUA CONDE BERNADOTTE,026,Leblon                    ,2,RESIDENCIAL,APARTAMENTO,100,91,1830228.75,1830228.75,COMPRA E VENDA,2026,01,2
14712362,080689,RUA SAMBAIBA,026,Leblon                    ,3,RESIDENCIAL,APARTAMENTO,66.686666,135.666666,1998611.31,3016838.896666,COMPRA E VENDA,2026,01,2
14712363,084483,RUA DES ALFREDO RUSSEL,026,Leblon                    ,5,RESIDENCIAL,APARTAMENTO,100,100,1928763.88,1928763.88,COMPRA E VENDA,2026,01,3
14712364,084491,RUA TIMOTEO DA COSTA,026,Leblon                    ,5,RESIDENCIAL,APARTAMENTO,100,129.6,2987542.28,2987542.28,COMPRA E VENDA,2026,01,1
14712365,142653,RUA MINIST CORREA DE MELO,026,Leblon                    ,68,RESIDENCIAL,APARTAMENTO,100,99,1692900.02,1692900.02,COMPRA E VENDA,2026,01,3
14712366,070854,AVN EPITACIO PESSOA,027,Lagoa                     ,4,RESIDENCIAL,APARTAMENTO,100,101.5,1817152.84,1817152.84,COMPRA E VENDA,2026,01,2
14712367,075416,AVN LINEU DE PAULA MACHADO,027,Lagoa                     ,2,RESIDENCIAL,APARTAMENTO,25,135,486202.505,1944712.855,COMPRA E VENDA,2026,01,1
14712368,076372,RUA MARIA ANGELICA,027,Lagoa                     ,2,RESIDENCIAL,APARTAMENTO,100,125.5,1716933.755,1716933.755,COMPRA E VENDA,2026,01,1
14712369,080556,RUA SACOPA,027,Lagoa                     ,2,RESIDENCIAL,APARTAMENTO,100,141.5,1720599.755,1720599.755,COMPRA E VENDA,2026,01,1
14712370,085308,RUA BARSA DE POCONE,027,Lagoa                     ,5,RESIDENCIAL,APARTAMENTO,100,122.8,1763449.378,1763449.378,COMPRA E VENDA,2026,01,3
14712371,104935,RUA PROF GASTAO BAHIANA,027,Lagoa                     ,6,RESIDENCIAL,APARTAMENTO,100,97.666666,1183291.1,1183291.1,COMPRA E VENDA,2026,01,3
14712372,071001,RUA ESTELA,028,Jardim Botânico           ,3,RESIDENCIAL,CASA,100,152,1360344.54,1360344.54,COMPRA E VENDA,2026,01,3
14712373,071290,RUA FARO,028,Jardim Botânico           ,4,RESIDENCIAL,APARTAMENTO,100,76.75,1082098.53,1082098.53,COMPRA E VENDA,2026,01,3
14712374,075481,RUA LOPES QUINTAS,028,Jardim Botânico           ,4,RESIDENCIAL,APARTAMENTO,100,89.5,1292106.5275,1292106.5275,COMPRA E VENDA,2026,01,1
14712375,078386,RUA PACHECO LEAO,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,84,1067517.365,1067517.365,COMPRA E VENDA,2026,01,3
14712376,078386,RUA PACHECO LEAO,028,Jardim Botânico           ,4,RESIDENCIAL,CASA,100,187,2780872.0125,2780872.0125,COMPRA E VENDA,2026,01,3
14712377,084103,RUA ITAIPAVA,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,173,2552254.44,2552254.44,COMPRA E VENDA,2026,01,2
14712378,084251,RUA SENAD SIMONSEN,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,73,943178.25,943178.25,COMPRA E VENDA,2026,01,3
14712379,085423,RUA CONDE DE AFONSO CELSO,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,100,83,1339887.925,1339887.925,COMPRA E VENDA,2026,01,1
14712380,085654,RUA NINA RODRIGUES,028,Jardim Botânico           ,2,RESIDENCIAL,APARTAMENTO,75,95,989914.085,1346350.255,COMPRA E VENDA,2026,01,1
14712381,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,28,RESIDENCIAL,APARTAMENTO,100,72.25,1555901.525357,1555901.525357,COMPRA E VENDA,2026,01,2
14712382,076711,RUA MARQ DE SAO VICENTE,029,Gávea                     ,2,RESIDENCIAL,CASA,40.91,708.5,1913297.505,8407189.45,COMPRA E VENDA,2026,01,3
14712383,078139,AVN PADRE LEONEL FRANCA,029,Gávea                     ,14,RESIDENCIAL,APARTAMENTO,100,80,699300.01,699300.01,COMPRA E VENDA,2026,01,3
14712384,080986,PRC SANTOS DUMONT,029,Gávea                     ,6,RESIDENCIAL,APARTAMENTO,100,67.666666,852891.006666,852891.006666,COMPRA E VENDA,2026,01,3
